Time(s),Lick,Rinse,ArtSal,Quinine,NaCl,Sucrose,MSG,Citric
32.443,0,0,0,0,0,0,0,0
32.6702,1,1,0,0,0,0,0,0
32.68,0,0,0,0,0,0,0,0
32.8274,1,0,0,0,0,0,0,0
32.837,0,0,0,0,0,0,0,0
32.9914,1,0,0,0,0,0,0,0
33.001,0,0,0,0,0,0,0,0
33.1554,1,0,0,0,0,0,0,0
33.165,0,0,0,0,0,0,0,0
33.3064,1,0,0,0,0,0,0,0
33.316,0,0,0,0,0,0,0,0
33.4744,1,0,0,0,0,0,0,0
33.484,0,0,0,0,0,0,0,0
33.6532,1,1,0,0,0,0,0,0
33.663,0,0,0,0,0,0,0,0
33.8274,1,0,0,0,0,0,0,0
33.837,0,0,0,0,0,0,0,0
33.9904,1,0,0,0,0,0,0,0
34.0,0,0,0,0,0,0,0,0
34.1454,1,0,0,0,0,0,0,0
34.155,0,0,0,0,0,0,0,0
34.3214,1,0,0,0,0,0,0,0
34.331,0,0,0,0,0,0,0,0
34.4324,1,0,0,0,0,0,0,0
34.442,0,0,0,0,0,0,0,0
34.6144,1,1,0,0,0,0,0,0
34.624,0,0,0,0,0,0,0,0
34.8384,1,0,0,0,0,0,0,0
34.848,0,0,0,0,0,0,0,0
34.9904,1,0,0,0,0,0,0,0
35.0,0,0,0,0,0,0,0,0
35.1504,1,0,0,0,0,0,0,0
35.16,0,0,0,0,0,0,0,0
35.3244,1,0,0,0,0,0,0,0
35.334,0,0,0,0,0,0,0,0
35.4974,1,1,0,0,0,0,0,0
35.507,0,0,0,0,0,0,0,0
35.6734,1,0,0,0,0,0,0,0
35.683,0,0,0,0,0,0,0,0
35.8234,1,0,0,0,0,0,0,0
35.833,0,0,0,0,0,0,0,0
35.9884,1,0,0,0,0,0,0,0
35.998,0,0,0,0,0,0,0,0
36.1514,1,0,0,0,0,0,0,0
36.161,0,0,0,0,0,0,0,0
36.3234,1,0,0,0,0,0,1,0
36.333,0,0,0,0,0,0,0,0
36.4974,1,0,0,0,0,0,1,0
36.507,0,0,0,0,0,0,0,0
36.6554,1,0,0,0,0,0,1,0
36.665,0,0,0,0,0,0,0,0
36.7884,1,0,0,0,0,0,1,0
36.798,0,0,0,0,0,0,0,0
36.9274,1,0,0,0,0,0,1,0
36.937,0,0,0,0,0,0,0,0
37.0584,1,0,0,0,0,0,1,0
37.068,0,0,0,0,0,0,0,0
37.1934,1,0,0,0,0,0,1,0
37.203,0,0,0,0,0,0,0,0
37.3434,1,0,0,0,0,0,1,0
37.353,0,0,0,0,0,0,0,0
37.4824,1,0,0,0,0,0,1,0
37.492,0,0,0,0,0,0,0,0
37.6294,1,0,0,0,0,0,1,0
37.639,0,0,0,0,0,0,0,0
37.8044,1,0,0,0,0,0,0,0
37.814,0,0,0,0,0,0,0,0
38.2894,1,0,0,0,0,0,0,0
38.299,0,0,0,0,0,0,0,0
38.4244,1,0,0,0,0,0,0,0
38.434,0,0,0,0,0,0,0,0
38.5604,1,0,0,0,0,0,0,0
38.57,0,0,0,0,0,0,0,0
38.7124,1,1,0,0,0,0,0,0
38.722,0,0,0,0,0,0,0,0
38.8814,1,0,0,0,0,0,0,0
38.891,0,0,0,0,0,0,0,0
39.0294,1,0,0,0,0,0,0,0
39.039,0,0,0,0,0,0,0,0
39.1874,1,0,0,0,0,0,0,0
39.197,0,0,0,0,0,0,0,0
39.3544,1,0,0,0,0,0,0,0
39.364,0,0,0,0,0,0,0,0
39.5074,1,1,0,0,0,0,0,0
39.517,0,0,0,0,0,0,0,0
39.6754,1,0,0,0,0,0,0,0
39.685,0,0,0,0,0,0,0,0
40.1314,1,0,0,0,0,0,0,0
40.141,0,0,0,0,0,0,0,0
40.2674,1,0,0,0,0,0,0,0
40.277,0,0,0,0,0,0,0,0
40.4194,1,1,0,0,0,0,0,0
40.429,0,0,0,0,0,0,0,0
40.7066,1,0,0,0,0,0,0,0
40.717,0,0,0,0,0,0,0,0
41.1924,1,0,0,0,0,0,0,0
41.202,0,0,0,0,0,0,0,0
41.3396,1,0,0,0,0,0,0,0
41.35,0,0,0,0,0,0,0,0
41.4936,1,1,0,0,0,0,0,0
41.504,0,0,0,0,0,0,0,0
41.6516,1,0,0,0,0,0,0,0
41.662,0,0,0,0,0,0,0,0
41.8236,1,0,0,0,0,0,0,0
41.834,0,0,0,0,0,0,0,0
41.9796,1,0,0,0,0,0,0,0
41.99,0,0,0,0,0,0,0,0
42.1526,1,1,0,0,0,0,0,0
42.163,0,0,0,0,0,0,0,0
42.3066,1,0,0,0,0,0,0,0
42.317,0,0,0,0,0,0,0,0
42.4886,1,0,0,0,0,0,0,0
42.499,0,0,0,0,0,0,0,0
42.6524,1,0,0,0,0,0,0,0
42.662,0,0,0,0,0,0,0,0
42.8284,1,0,0,0,0,0,0,0
42.838,0,0,0,0,0,0,0,0
42.9976,1,0,0,0,0,0,0,0
43.008,0,0,0,0,0,0,0,0
